================ Training Loss (Thu Apr 25 14:31:37 2024) ================
(epoch: 1, iters: 100, time: 0.421, data: 0.245) D_A: 0.236 G_A: 0.230 cycle_A: 5.458 idt_A: 1.519 D_B: 0.435 G_B: 0.441 cycle_B: 3.035 idt_B: 2.433 
(epoch: 1, iters: 200, time: 0.422, data: 0.001) D_A: 0.542 G_A: 0.187 cycle_A: 2.689 idt_A: 1.270 D_B: 0.217 G_B: 0.281 cycle_B: 2.780 idt_B: 1.206 
(epoch: 2, iters: 55, time: 0.423, data: 0.001) D_A: 0.401 G_A: 0.482 cycle_A: 2.759 idt_A: 1.798 D_B: 0.377 G_B: 0.114 cycle_B: 3.529 idt_B: 1.114 
(epoch: 2, iters: 155, time: 1.115, data: 0.001) D_A: 0.448 G_A: 0.437 cycle_A: 2.115 idt_A: 1.361 D_B: 0.270 G_B: 0.308 cycle_B: 2.527 idt_B: 1.182 
(epoch: 3, iters: 10, time: 0.422, data: 0.001) D_A: 0.228 G_A: 0.605 cycle_A: 2.075 idt_A: 0.732 D_B: 0.156 G_B: 0.440 cycle_B: 1.523 idt_B: 1.005 
(epoch: 3, iters: 110, time: 0.424, data: 0.002) D_A: 0.283 G_A: 0.605 cycle_A: 2.048 idt_A: 2.149 D_B: 0.280 G_B: 0.607 cycle_B: 4.305 idt_B: 0.876 
(epoch: 3, iters: 210, time: 0.423, data: 0.002) D_A: 0.278 G_A: 0.195 cycle_A: 2.216 idt_A: 0.614 D_B: 0.327 G_B: 0.149 cycle_B: 1.352 idt_B: 0.956 
(epoch: 4, iters: 65, time: 1.044, data: 0.001) D_A: 0.227 G_A: 0.491 cycle_A: 1.968 idt_A: 1.469 D_B: 0.206 G_B: 0.835 cycle_B: 2.820 idt_B: 0.853 
(epoch: 4, iters: 165, time: 0.423, data: 0.001) D_A: 0.154 G_A: 0.411 cycle_A: 2.174 idt_A: 1.470 D_B: 0.162 G_B: 0.984 cycle_B: 3.503 idt_B: 0.901 
(epoch: 5, iters: 20, time: 0.430, data: 0.001) D_A: 0.336 G_A: 0.626 cycle_A: 2.254 idt_A: 1.979 D_B: 0.279 G_B: 0.478 cycle_B: 3.967 idt_B: 1.133 
(epoch: 5, iters: 120, time: 0.444, data: 0.002) D_A: 0.264 G_A: 0.207 cycle_A: 1.545 idt_A: 0.744 D_B: 0.185 G_B: 0.771 cycle_B: 1.786 idt_B: 0.675 
(epoch: 5, iters: 220, time: 1.217, data: 0.001) D_A: 0.292 G_A: 0.309 cycle_A: 3.137 idt_A: 0.882 D_B: 0.295 G_B: 0.149 cycle_B: 1.605 idt_B: 1.306 
(epoch: 6, iters: 75, time: 0.435, data: 0.001) D_A: 0.167 G_A: 0.418 cycle_A: 2.159 idt_A: 0.744 D_B: 0.226 G_B: 0.554 cycle_B: 1.422 idt_B: 0.979 
(epoch: 6, iters: 175, time: 0.469, data: 0.002) D_A: 0.103 G_A: 0.520 cycle_A: 2.516 idt_A: 1.092 D_B: 0.219 G_B: 0.963 cycle_B: 2.176 idt_B: 1.040 
(epoch: 7, iters: 30, time: 0.436, data: 0.002) D_A: 0.423 G_A: 0.864 cycle_A: 3.020 idt_A: 0.997 D_B: 0.183 G_B: 0.918 cycle_B: 1.677 idt_B: 1.096 
(epoch: 7, iters: 130, time: 1.294, data: 0.001) D_A: 0.448 G_A: 0.125 cycle_A: 2.117 idt_A: 0.601 D_B: 0.404 G_B: 0.827 cycle_B: 1.865 idt_B: 1.084 
(epoch: 7, iters: 230, time: 0.435, data: 0.001) D_A: 0.151 G_A: 0.073 cycle_A: 2.076 idt_A: 1.372 D_B: 0.336 G_B: 0.227 cycle_B: 2.305 idt_B: 0.924 
(epoch: 8, iters: 85, time: 0.435, data: 0.001) D_A: 0.306 G_A: 0.319 cycle_A: 3.245 idt_A: 0.966 D_B: 0.216 G_B: 0.387 cycle_B: 2.119 idt_B: 1.051 
(epoch: 8, iters: 185, time: 0.477, data: 0.001) D_A: 0.147 G_A: 0.317 cycle_A: 2.008 idt_A: 0.579 D_B: 0.245 G_B: 0.676 cycle_B: 1.323 idt_B: 0.915 
(epoch: 9, iters: 40, time: 0.916, data: 0.003) D_A: 0.148 G_A: 0.329 cycle_A: 1.396 idt_A: 1.122 D_B: 0.157 G_B: 1.116 cycle_B: 2.478 idt_B: 0.601 
(epoch: 9, iters: 140, time: 0.456, data: 0.001) D_A: 0.260 G_A: 0.645 cycle_A: 3.238 idt_A: 0.539 D_B: 0.238 G_B: 1.242 cycle_B: 2.008 idt_B: 1.300 
(epoch: 9, iters: 240, time: 0.470, data: 0.002) D_A: 0.151 G_A: 0.666 cycle_A: 2.276 idt_A: 0.779 D_B: 0.291 G_B: 0.806 cycle_B: 2.204 idt_B: 0.699 
(epoch: 10, iters: 95, time: 0.437, data: 0.002) D_A: 0.119 G_A: 0.763 cycle_A: 1.616 idt_A: 0.985 D_B: 0.123 G_B: 0.493 cycle_B: 1.688 idt_B: 0.755 
(epoch: 10, iters: 195, time: 1.462, data: 0.003) D_A: 0.181 G_A: 0.230 cycle_A: 1.696 idt_A: 1.367 D_B: 0.170 G_B: 0.288 cycle_B: 3.003 idt_B: 0.813 
(epoch: 11, iters: 50, time: 0.438, data: 0.001) D_A: 0.400 G_A: 1.071 cycle_A: 1.398 idt_A: 0.716 D_B: 0.105 G_B: 0.312 cycle_B: 1.303 idt_B: 0.678 
(epoch: 11, iters: 150, time: 0.437, data: 0.001) D_A: 0.199 G_A: 0.713 cycle_A: 1.978 idt_A: 0.849 D_B: 0.217 G_B: 0.214 cycle_B: 2.142 idt_B: 0.890 
(epoch: 12, iters: 5, time: 0.439, data: 0.001) D_A: 0.136 G_A: 0.209 cycle_A: 2.089 idt_A: 0.728 D_B: 0.187 G_B: 0.693 cycle_B: 1.851 idt_B: 0.991 
(epoch: 12, iters: 105, time: 1.419, data: 0.003) D_A: 0.263 G_A: 0.266 cycle_A: 2.120 idt_A: 0.923 D_B: 0.043 G_B: 0.419 cycle_B: 2.265 idt_B: 1.042 
(epoch: 12, iters: 205, time: 0.459, data: 0.002) D_A: 0.186 G_A: 0.847 cycle_A: 1.282 idt_A: 1.121 D_B: 0.313 G_B: 0.206 cycle_B: 2.041 idt_B: 0.642 
(epoch: 13, iters: 60, time: 0.460, data: 0.001) D_A: 0.385 G_A: 0.860 cycle_A: 1.272 idt_A: 1.340 D_B: 0.268 G_B: 0.334 cycle_B: 2.232 idt_B: 0.587 
(epoch: 13, iters: 160, time: 0.452, data: 0.003) D_A: 0.418 G_A: 1.240 cycle_A: 1.351 idt_A: 0.869 D_B: 0.257 G_B: 0.153 cycle_B: 1.771 idt_B: 0.573 
(epoch: 14, iters: 15, time: 1.535, data: 0.003) D_A: 0.115 G_A: 0.887 cycle_A: 1.538 idt_A: 0.860 D_B: 0.217 G_B: 0.164 cycle_B: 1.842 idt_B: 0.519 
(epoch: 14, iters: 115, time: 0.460, data: 0.002) D_A: 0.261 G_A: 0.934 cycle_A: 1.392 idt_A: 1.049 D_B: 0.325 G_B: 0.458 cycle_B: 2.021 idt_B: 0.691 
(epoch: 14, iters: 215, time: 0.436, data: 0.003) D_A: 0.178 G_A: 0.570 cycle_A: 1.816 idt_A: 0.610 D_B: 0.200 G_B: 0.223 cycle_B: 1.405 idt_B: 0.888 
(epoch: 15, iters: 70, time: 0.425, data: 0.002) D_A: 0.060 G_A: 0.413 cycle_A: 2.046 idt_A: 0.853 D_B: 0.159 G_B: 0.311 cycle_B: 2.533 idt_B: 0.723 
(epoch: 15, iters: 170, time: 1.265, data: 0.001) D_A: 0.205 G_A: 0.247 cycle_A: 1.357 idt_A: 0.835 D_B: 0.398 G_B: 0.641 cycle_B: 2.155 idt_B: 0.638 
(epoch: 16, iters: 25, time: 0.430, data: 0.001) D_A: 0.144 G_A: 0.278 cycle_A: 2.025 idt_A: 0.991 D_B: 0.197 G_B: 1.829 cycle_B: 2.306 idt_B: 0.782 
(epoch: 16, iters: 125, time: 0.449, data: 0.001) D_A: 0.133 G_A: 1.216 cycle_A: 1.502 idt_A: 0.899 D_B: 0.282 G_B: 0.723 cycle_B: 1.746 idt_B: 0.644 
(epoch: 16, iters: 225, time: 0.451, data: 0.002) D_A: 0.070 G_A: 0.272 cycle_A: 1.662 idt_A: 0.899 D_B: 0.419 G_B: 0.456 cycle_B: 1.710 idt_B: 0.800 
(epoch: 17, iters: 80, time: 1.534, data: 0.001) D_A: 0.066 G_A: 0.435 cycle_A: 1.587 idt_A: 0.519 D_B: 0.214 G_B: 0.630 cycle_B: 1.358 idt_B: 0.884 
(epoch: 17, iters: 180, time: 0.436, data: 0.002) D_A: 0.172 G_A: 0.556 cycle_A: 2.690 idt_A: 1.401 D_B: 0.277 G_B: 0.325 cycle_B: 3.450 idt_B: 1.105 
